batch_size model_type lr max_length_series segment_duration num_conv_lyrs size_linear_lyr num_blocks_per_layer initial_channels lstm_hidden_size lstm_layers norm_type mean_accuracy mean_f1_score mean_gmean mean_precision mean_recall std_accuracy std_f1_score std_gmean std_precision std_recall total_params
128	cnn1	0.001	4000	100	6	32	4	8	0	0	'per-timestep'	0.9203	0.9280	0.9556	0.9298	0.9276	0.0133	0.0119	0.0076	0.0118	0.0115	139942
128	cnn1	0.001	4000	50	6	32	2	8	0	0	'per-timestep'	0.9203	0.9280	0.9556	0.9298	0.9276	0.0133	0.0119	0.0076	0.0118	0.0115	139942
128	cnn1	0.001	4000	50	6	32	2	8	0	0	'per-timestep'	0.9203	0.9280	0.9556	0.9298	0.9276	0.0133	0.0119	0.0076	0.0118	0.0115	139942
128	cnn1	0.001	4000	50	6	32	4	8	0	0	'per-timestep'	0.9203	0.9280	0.9556	0.9298	0.9276	0.0133	0.0119	0.0076	0.0118	0.0115	139942
128	cnn1	0.001	4000	50	6	32	4	8	0	0	'per-timestep'	0.9203	0.9280	0.9556	0.9298	0.9276	0.0133	0.0119	0.0076	0.0118	0.0115	139942
128	cnn1	0.001	4000	100	6	32	4	8	0	0	'per-timestep'	0.9199	0.9271	0.9554	0.9293	0.9266	0.0157	0.0137	0.0087	0.0133	0.0138	139942
128	cnn1	0.001	4000	100	6	32	2	8	0	0	'per-timestep'	0.9183	0.9262	0.9546	0.9280	0.9255	0.0156	0.0136	0.0086	0.0133	0.0139	139942
128	cnn1	0.001	4000	100	6	32	2	8	0	0	'per-timestep'	0.9146	0.9229	0.9526	0.9251	0.9225	0.0157	0.0143	0.0092	0.0140	0.0144	139942
128	cnnbatchnorm	0.001	4000	100	6	32	4	8	0	0	'per-timestep'	0.9133	0.9213	0.9517	0.9234	0.9206	0.0107	0.0097	0.0060	0.0094	0.0101	140950
128	cnnbatchnorm	0.001	4000	100	6	32	2	8	0	0	'per-timestep'	0.9130	0.9219	0.9522	0.9243	0.9210	0.0108	0.0097	0.0063	0.0097	0.0096	140950
128	cnnbatchnorm	0.001	4000	100	6	32	2	8	0	0	'per-timestep'	0.9122	0.9201	0.9508	0.9224	0.9200	0.0078	0.0071	0.0044	0.0069	0.0073	140950
128	cnnbatchnorm	0.001	4000	100	6	32	4	8	0	0	'per-timestep'	0.9047	0.9145	0.9471	0.9165	0.9138	0.0097	0.0082	0.0053	0.0085	0.0078	140950
128	cnnbatchnorm	0.001	4000	50	6	32	2	8	0	0	'per-timestep'	0.9047	0.9145	0.9471	0.9165	0.9138	0.0097	0.0082	0.0053	0.0085	0.0078	140950
128	cnnbatchnorm	0.001	4000	50	6	32	2	8	0	0	'per-timestep'	0.9047	0.9145	0.9471	0.9165	0.9138	0.0097	0.0082	0.0053	0.0085	0.0078	140950
128	cnnbatchnorm	0.001	4000	50	6	32	4	8	0	0	'per-timestep'	0.9047	0.9145	0.9471	0.9165	0.9138	0.0097	0.0082	0.0053	0.0085	0.0078	140950
128	cnnbatchnorm	0.001	4000	50	6	32	4	8	0	0	'per-timestep'	0.9047	0.9145	0.9471	0.9165	0.9138	0.0097	0.0082	0.0053	0.0085	0.0078	140950
128	cnnskip	0.001	4000	50	6	32	4	8	0	0	'per-timestep'	0.8491	0.8678	0.9159	0.8689	0.8679	0.0143	0.0120	0.0080	0.0117	0.0119	2020126
128	cnnskip	0.001	4000	50	6	32	4	8	0	0	'per-timestep'	0.8436	0.8619	0.9123	0.8635	0.8618	0.0206	0.0176	0.0120	0.0177	0.0172	2020126
128	cnnskip	0.001	4000	50	6	32	2	8	0	0	'per-timestep'	0.8294	0.8510	0.9047	0.8524	0.8516	0.0257	0.0217	0.0146	0.0216	0.0212	967774
128	cnnskip	0.001	4000	50	6	32	2	8	0	0	'per-timestep'	0.8232	0.8455	0.9012	0.8468	0.8456	0.0168	0.0146	0.0097	0.0143	0.0147	967774
128	cnnskip	0.001	4000	100	6	32	2	8	0	0	'per-timestep'	0.6998	0.7410	0.8287	0.7461	0.7393	0.0418	0.0336	0.0239	0.0327	0.0331	967774
128	cnnskip	0.001	4000	100	6	32	2	8	0	0	'per-timestep'	0.6920	0.7351	0.8240	0.7396	0.7330	0.0317	0.0257	0.0187	0.0252	0.0258	967774
128	cnnskip	0.001	4000	100	6	32	4	8	0	0	'per-timestep'	0.6721	0.7164	0.8102	0.7219	0.7183	0.0327	0.0260	0.0192	0.0257	0.0262	2020126
128	cnnskip	0.001	4000	100	6	32	4	8	0	0	'per-timestep'	0.6656	0.7099	0.8055	0.7172	0.7102	0.0283	0.0247	0.0185	0.0236	0.0272	2020126
