batch_size model_type upsample lr max_length_series segment_duration num_conv_lyrs size_linear_lyr num_blocks_per_layer initial_channels lstm_hidden_size lstm_layers norm_type mean_accuracy mean_f1_score mean_gmean mean_precision mean_recall std_accuracy std_f1_score std_gmean std_precision std_recall total_params
128	cnnlstmbatchnorm	ADASYN	0.001	4000	100	6	8	2	8	8	1	'per-timestep'	0.9401	0.9375	0.9621	0.9379	0.9385	0.0084	0.0086	0.0056	0.0091	0.0077	141166
128	cnnlstm1	ADASYN	0.001	4000	100	6	16	2	8	8	1	'per-timestep'	0.9399	0.9381	0.9627	0.9389	0.9383	0.0113	0.0115	0.0073	0.0116	0.0108	140278
128	cnnlstm1	SMOTE	0.001	4000	100	6	16	2	8	8	1	'per-timestep'	0.9381	0.9355	0.9606	0.9351	0.9368	0.0076	0.0083	0.0051	0.0083	0.0086	140278
128	cnnlstmbatchnorm	ADASYN	0.001	4000	100	6	16	2	8	8	1	'per-timestep'	0.9365	0.9338	0.9592	0.9328	0.9357	0.0121	0.0125	0.0076	0.0121	0.0127	141286
128	cnnlstmbatchnorm	ADASYN	0.001	4000	100	6	16	2	8	6	1	'per-timestep'	0.9358	0.9324	0.9584	0.9314	0.9342	0.0106	0.0111	0.0068	0.0109	0.0111	139078
128	cnnlstmbatchnormparallel	ADASYN	0.001	4000	100	6	16	2	8	6	1	'per-timestep'	0.9338	0.9322	0.9583	0.9319	0.9335	0.0095	0.0091	0.0056	0.0089	0.0091	137214
128	cnnlstmbatchnorm	SMOTE	0.001	4000	100	6	16	2	8	8	1	'per-timestep'	0.9330	0.9300	0.9570	0.9293	0.9319	0.0141	0.0143	0.0089	0.0142	0.0139	141286
128	cnnlstmbatchnormparallel	ADASYN	0.001	4000	100	6	8	2	8	6	1	'per-timestep'	0.9326	0.9305	0.9575	0.9303	0.9317	0.0088	0.0093	0.0059	0.0094	0.0091	135006
128	cnnlstmbatchnormparallel	ADASYN	0.001	4000	100	6	8	2	8	8	1	'per-timestep'	0.9325	0.9306	0.9575	0.9307	0.9315	0.0121	0.0122	0.0074	0.0117	0.0124	135174
128	cnnlstmbatchnorm	ADASYN	0.001	4000	100	6	8	2	8	6	1	'per-timestep'	0.9323	0.9272	0.9544	0.9285	0.9307	0.0264	0.0352	0.0251	0.0269	0.0281	138974
128	cnnlstmbatchnormparallel	SMOTE	0.001	4000	100	6	8	2	8	6	1	'per-timestep'	0.9321	0.9300	0.9575	0.9307	0.9310	0.0092	0.0095	0.0058	0.0090	0.0094	135006
128	cnnlstm1	ADASYN	0.001	4000	100	6	16	2	8	6	1	'per-timestep'	0.9320	0.9268	0.9540	0.9292	0.9302	0.0256	0.0372	0.0292	0.0284	0.0263	138070
128	cnnlstm1	SMOTE	0.001	4000	100	6	16	2	8	6	1	'per-timestep'	0.9316	0.9272	0.9555	0.9298	0.9304	0.0244	0.0319	0.0219	0.0243	0.0201	138070
128	cnnlstmbatchnormparallel	SMOTE	0.001	4000	100	6	16	2	8	8	1	'per-timestep'	0.9313	0.9292	0.9564	0.9288	0.9307	0.0089	0.0092	0.0060	0.0093	0.0090	137398
128	cnnlstmbatchnormparallel	ADASYN	0.001	4000	50	6	16	2	8	6	1	'per-timestep'	0.9302	0.9284	0.9563	0.9286	0.9293	0.0076	0.0077	0.0047	0.0075	0.0078	133118
128	cnnlstmbatchnormparallel	ADASYN	0.001	4000	50	6	16	2	8	8	1	'per-timestep'	0.9302	0.9284	0.9563	0.9286	0.9293	0.0076	0.0077	0.0047	0.0075	0.0078	133302
128	cnnlstmbatchnormparallel	ADASYN	0.001	4000	50	6	8	2	8	6	1	'per-timestep'	0.9302	0.9284	0.9563	0.9286	0.9293	0.0076	0.0077	0.0047	0.0075	0.0078	132958
